date,ticker,exp_up_q50,confidence,ret_1d_net,ret_3d_net,ret_5d_net
2026-03-05,EMUDHRA.NS,5.99,LOW,1.672,2.535,6.394
2026-03-09,LYPSAGEMS.NS,11.34,LOW,2.605,-2.167,-4.242
2026-03-09,ORCHASP.NS,11.23,LOW,-5.472,-14.093,-15.386
2026-03-09,MFML.NS,11.12,LOW,3.434,5.463,8.967
2026-03-09,SUPERSPIN.NS,11.02,MEDIUM,6.597,2.957,-19.266
2026-03-09,TFL.NS,10.89,LOW,-0.3,-2.471,-7.664
2026-03-11,HYBRIDFIN.NS,11.17,LOW,-3.362,-7.426,-4.364
2026-03-11,FINOPB.NS,10.66,LOW,-1.545,-22.253,-15.45
2026-03-11,INOXGREEN.NS,9.83,LOW,0.626,-6.296,-3.944
2026-03-11,STALLION.NS,9.79,LOW,4.621,3.252,7.707
2026-03-11,ATL.NS,9.68,LOW,1.205,-3.01,-1.289
2026-03-13,SUNDRMBRAK.NS,10.73,LOW,0.637,0.04,-2.901
2026-03-13,MKPL.NS,10.61,LOW,5.62,4.351,3.717
2026-03-13,INFOBEAN.NS,10.59,LOW,8.363,14.151,12.823
2026-03-13,ASHIMASYN.NS,10.49,LOW,2.863,3.87,0.85
2026-03-13,RAMCOSYS.NS,10.46,MEDIUM,-2.597,0.15,-4.371
2026-03-17,CURAA.NS,9.47,MEDIUM,-2.289,-6.157,-6.196
2026-03-17,PRUDMOULI.NS,9.37,LOW,-1.625,-5.99,-7.705
2026-03-17,RVTH.NS,7.96,LOW,-2.087,-4.84,-11.116
2026-03-17,SUPREME.NS,7.74,LOW,-1.665,-5.428,-6.351
2026-03-17,GUJTHEM.NS,7.49,LOW,4.095,-0.135,-3.486
2026-03-19,XTGLOBAL.NS,10.25,LOW,0.984,-1.178,-5.942
2026-03-19,KRISHNADEF.NS,10.16,MEDIUM,0.26,-1.184,-7.251
2026-03-19,VCL.NS,9.97,LOW,-1.014,-7.443,-7.443
2026-03-19,GARUDA.NS,9.96,LOW,1.186,-3.9,-9.151
2026-03-19,SIGNATURE.NS,9.94,LOW,-0.73,-3.599,-3.39
2026-03-23,CREATIVEYE.NS,12.55,LOW,-3.046,-2.077,-2.885
2026-03-23,RAMANEWS.NS,12.1,MEDIUM,3.632,1.199,0.433
2026-03-23,TFL.NS,12.0,LOW,4.65,2.67,-0.3
2026-03-23,VIVIDHA.NS,11.69,LOW,-2.187,-9.734,-9.734
2026-03-23,CELEBRITY.NS,11.64,MEDIUM,3.76,-8.571,-4.962
2026-03-25,FINOPB.NS,12.04,MEDIUM,2.457,0.355,-0.187
2026-03-25,FUSION.NS,9.63,LOW,-5.195,-2.748,2.93
2026-03-25,BALAJEE.NS,9.61,LOW,-8.219,-6.926,12.023
2026-03-25,SUKHJITS.NS,9.56,LOW,-9.611,1.744,5.452
2026-03-25,MEDICAMEQ.NS,9.29,LOW,-5.18,-8.032,-10.202
2026-03-30,PIONEEREMB.NS,11.97,MEDIUM,8.887,16.316,27.059
2026-03-30,BEARDSELL.NS,11.82,MEDIUM,9.848,20.094,22.409
2026-03-30,GLOBE.NS,11.77,MEDIUM,6.7,15.2,25.2
2026-03-30,IVP.NS,11.74,MEDIUM,9.256,10.355,20.34
2026-03-30,ALMONDZ.NS,11.59,MEDIUM,5.26,17.882,24.06
2026-04-02,PUNJABCHEM.NS,11.06,LOW,-0.481,5.621,9.98
2026-04-02,SUPREME.NS,10.85,LOW,-0.581,10.355,14.879
2026-04-02,LAL.NS,10.83,LOW,1.367,3.172,8.45
2026-04-02,SPECTRUM.NS,10.75,LOW,-2.838,-8.184,-12.981
2026-04-02,IXIGO.NS,10.74,MEDIUM,-1.999,6.92,1.747
2026-04-07,TRU.NS,11.8,MEDIUM,4.691,8.078,6.474
2026-04-07,ONESOURCE.NS,10.87,LOW,-2.683,4.248,11.456
2026-04-07,TECILCHEM.NS,10.49,LOW,1.025,6.323,9.054
2026-04-07,TOLINS.NS,10.46,LOW,7.41,8.806,8.621
2026-04-07,DAMCAPITAL.NS,10.33,LOW,6.14,9.741,19.364
2026-04-09,KHANDSE.NS,11.36,LOW,-0.169,1.922,6.301
2026-04-09,ORCHASP.NS,11.33,LOW,-1.785,6.136,4.65
2026-04-09,BAFNAPH.NS,11.04,LOW,3.211,-2.974,2.139
2026-04-09,PFOCUS.NS,10.59,LOW,4.526,6.688,7.832
2026-04-09,RAJTV.NS,10.54,MEDIUM,7.161,18.83,10.413
2026-04-13,CHEMPLASTS.NS,10.01,LOW,1.266,1.223,5.984
2026-04-13,GUJRAFFIA.NS,10.0,LOW,-0.602,-1.004,1.635
2026-04-13,FUSION.NS,9.97,LOW,3.562,12.837,16.072
2026-04-13,ATL.NS,9.83,LOW,3.776,7.357,8.181
2026-04-13,DDEVPLSTIK.NS,9.69,LOW,4.161,6.694,4.253
2026-04-16,SADBHIN.NS,11.78,LOW,0.646,-3.77,-12.287
2026-04-16,AXISCADES.NS,8.73,LOW,4.602,6.337,10.566
2026-04-16,MANAKALUCO.NS,8.61,LOW,3.194,1.875,7.413
2026-04-16,AURIGROW.NS,7.84,LOW,2.825,9.075,15.325
2026-04-16,RMDRIP.NS,6.61,LOW,-2.365,-11.889,-20.443
2026-04-22,SRGHFL.NS,9.1,LOW,-4.462,-5.12,-6.646
2026-04-22,GRAUWEIL.NS,8.64,MEDIUM,-0.478,-1.461,-3.373
2026-04-22,TECILCHEM.NS,8.56,LOW,-0.158,-7.686,-9.249
2026-04-22,GOODYEAR.NS,6.84,LOW,-0.682,-2.203,-1.489
2026-04-22,LORDSCHLO.NS,6.51,LOW,0.821,-0.557,-1.569
2026-04-24,NEXTMEDIA.NS,7.86,LOW,4.256,1.139,4.496
2026-04-24,WILLAMAGOR.NS,7.67,LOW,5.895,4.97,11.044
2026-04-24,21STCENMGM.NS,7.65,LOW,1.63,0.958,2.301
2026-04-24,NORBTEAEXP.NS,7.45,LOW,-1.11,-4.92,-0.141
2026-04-24,DGCONTENT.NS,7.19,LOW,6.605,11.173,11.881
2026-04-30,ADANIENSOL.NS,5.12,LOW,-0.3,4.718,3.041
2026-04-30,HEG.NS,4.96,LOW,-0.3,1.369,-0.619
2026-04-30,SHARDACROP.NS,4.57,LOW,-3.381,4.067,4.328
2026-04-30,THOMASCOOK.NS,4.41,LOW,-0.3,-2.021,6.263
2026-04-30,BAJAJINDEF.NS,4.4,LOW,-1.747,3.416,1.979
2026-05-04,MSPL.NS,7.08,LOW,-1.884,7.566,12.21
2026-05-04,NORBTEAEXP.NS,5.38,LOW,4.011,14.694,19.576
2026-05-08,MANGALAM.NS,5.57,LOW,1.679,0.722,-1.52
2026-05-12,RELIABLE.NS,8.18,LOW,10.37,11.978,12.739
2026-05-12,ROSSTECH.NS,6.98,LOW,5.479,6.85,8.595
2026-05-12,RATNAVEER.NS,6.07,LOW,6.298,5.748,7.756
2026-05-12,SIGNPOST.NS,5.97,LOW,0.427,-0.247,-3.227
2026-05-12,FUSION.NS,5.93,LOW,2.334,0.336,-8.364
2026-05-14,DIACABS.NS,9.03,LOW,2.023,-1.217,0.643
2026-05-14,INFOBEAN.NS,6.14,LOW,-1.845,-1.063,-1.004
2026-05-14,HIMATSEIDE.NS,5.89,LOW,2.858,0.384,1.845
2026-05-14,AWFIS.NS,5.83,LOW,-2.319,-2.627,4.847
2026-05-14,PYRAMID.NS,5.18,LOW,-2.16,4.216,6.21
2026-05-18,PRAENG.NS,8.19,LOW,4.622,6.815,1.552
2026-05-18,NEXTMEDIA.NS,7.47,LOW,-0.051,0.698,1.944
2026-05-18,THEINVEST.NS,7.27,LOW,1.546,0.103,-0.129
2026-05-18,NIITMTS.NS,6.74,LOW,-0.405,-6.241,-8.564
2026-05-18,AKI.NS,6.68,LOW,0.95,1.992,1.367
2026-05-20,OLAELEC.NS,5.38,LOW,-4.223,2.216,5.869
2026-05-20,KENNAMET.NS,5.0,LOW,1.167,8.143,5.816
2026-05-22,SHARDACROP.NS,5.25,LOW,5.836,4.369,1.032
2026-05-28,WEL.NS,9.55,LOW,-1.87,-0.225,-1.047
2026-05-28,KHADIM.NS,8.92,LOW,-1.543,-3.397,-2.853
2026-05-28,JSLL.NS,8.5,LOW,-2.112,-6.0,3.788
2026-05-28,VEDL.NS,8.12,LOW,-0.892,-6.263,-7.968
2026-05-28,AVONMORE.NS,7.99,LOW,-1.656,-6.991,-8.709
2026-06-09,CURAA.NS,5.88,LOW,0.451,8.29,9.906
2026-06-09,SHIVAUM.NS,3.56,LOW,-0.3,0.895,2.328
2026-06-11,HUBTOWN.NS,6.31,LOW,2.737,11.864,9.415
2026-06-11,MCLOUD.NS,5.22,LOW,-1.059,28.954,40.522
2026-06-11,TDPOWERSYS.NS,5.12,LOW,5.633,3.563,12.4
2026-06-19,VIPULLTD.NS,9.33,MEDIUM,0.598,10.741,16.217
2026-06-19,ZEELEARN.NS,5.98,MEDIUM,4.689,5.936,0.947
2026-06-19,AQYLON.NS,5.83,LOW,-5.246,-14.5,-18.787
2026-06-19,VHL.NS,5.35,LOW,-0.069,-1.93,-3.345
2026-06-19,AVANTIFEED.NS,4.98,LOW,-1.468,0.795,-0.868
2026-06-25,TICL.NS,8.08,MEDIUM,-0.3,-14.72,-23.043
2026-06-25,AXISCADES.NS,4.89,LOW,-0.3,0.433,-0.915
2026-06-25,NATIONALUM.NS,3.91,LOW,-0.3,1.943,-0.27
2026-07-01,GSLSU.NS,8.15,LOW,1.2,0.75,-2.676
2026-07-07,SOLEX.NS,4.17,LOW,-1.095,-1.095,-1.215
2026-07-07,SONAL.NS,3.0,LOW,4.693,-0.545,-0.747
